seqName,sampleDate,seqId,location,clade,pangoLineages,nextStrainClade,whoClade
hCoV-19/Hunan/HuNCDC-1926/2022|EPI_ISL_16390379|2022-12-30,2022-12-30,EPI_ISL_16390379,Hunan,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Hunan/HuNCDC-1927/2022|EPI_ISL_16390380|2022-12-30,2022-12-30,EPI_ISL_16390380,Hunan,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Hunan/HuNCDC-1928/2022|EPI_ISL_16390381|2022-12-30,2022-12-30,EPI_ISL_16390381,Hunan,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Hunan/HuNCDC-1934/2022|EPI_ISL_16390382|2022-12-30,2022-12-30,EPI_ISL_16390382,Hunan,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Hunan/CSCDC-02/2022|EPI_ISL_16390383|2022-12-30,2022-12-30,EPI_ISL_16390383,Hunan,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Hunan/CSCDC-04/2022|EPI_ISL_16390384|2022-12-30,2022-12-30,EPI_ISL_16390384,Hunan,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Hunan/CSCDC-05/2022|EPI_ISL_16390385|2022-12-30,2022-12-30,EPI_ISL_16390385,Hunan,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Hunan/CSCDC-09/2022|EPI_ISL_16390386|2022-12-31,2022-12-31,EPI_ISL_16390386,Hunan,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Hunan/CSCDC-10/2022|EPI_ISL_16390387|2022-12-31,2022-12-31,EPI_ISL_16390387,Hunan,22B (Omicron),BA.5.2,22B,Omicron
hCoV-19/Hunan/CSCDC-11/2022|EPI_ISL_16390388|2022-12-31,2022-12-31,EPI_ISL_16390388,Hunan,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Hunan/CSCDC-12/2022|EPI_ISL_16390389|2022-12-31,2022-12-31,EPI_ISL_16390389,Hunan,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Hunan/CSCDC-13/2022|EPI_ISL_16390390|2022-12-31,2022-12-31,EPI_ISL_16390390,Hunan,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Hunan/CSCDC-14/2022|EPI_ISL_16390391|2022-12-31,2022-12-31,EPI_ISL_16390391,Hunan,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Hunan/CSCDC-15/2022|EPI_ISL_16390392|2022-12-31,2022-12-31,EPI_ISL_16390392,Hunan,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Hunan/CSCDC-16/2022|EPI_ISL_16390393|2022-12-31,2022-12-31,EPI_ISL_16390393,Hunan,22B (Omicron),BA.5.2.49,22B,Omicron
hCoV-19/Hunan/CSCDC-17/2022|EPI_ISL_16390394|2022-12-31,2022-12-31,EPI_ISL_16390394,Hunan,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Sichuan/SCDCP-XGCX419/2022|EPI_ISL_16436266|2022-12-21,2022-12-21,EPI_ISL_16436266,Sichuan,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Sichuan/SCDCP-XGCX420/2022|EPI_ISL_16436267|2022-12-21,2022-12-21,EPI_ISL_16436267,Sichuan,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Sichuan/SCDCP-XGCX421/2022|EPI_ISL_16436268|2022-12-21,2022-12-21,EPI_ISL_16436268,Sichuan,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Sichuan/SCDCP-XGCX422/2022|EPI_ISL_16436269|2022-12-21,2022-12-21,EPI_ISL_16436269,Sichuan,22B (Omicron),BA.5.2.49,22B,Omicron
hCoV-19/Sichuan/SCDCP-XGCX423/2022|EPI_ISL_16436270|2022-12-22,2022-12-22,EPI_ISL_16436270,Sichuan,22B (Omicron),BA.5.2.49,22B,Omicron
hCoV-19/Sichuan/SCDCP-XGCX424/2022|EPI_ISL_16436271|2022-12-22,2022-12-22,EPI_ISL_16436271,Sichuan,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Sichuan/SCDCP-XGCX432/2022|EPI_ISL_16436272|2022-12-22,2022-12-22,EPI_ISL_16436272,Sichuan,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Sichuan/SCDCP-019/2022|EPI_ISL_16436273|2022-12-13,2022-12-13,EPI_ISL_16436273,Sichuan,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Sichuan/SCDCP-020/2022|EPI_ISL_16436274|2022-12-13,2022-12-13,EPI_ISL_16436274,Sichuan,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Sichuan/SCDCP-022/2022|EPI_ISL_16436275|2022-12-13,2022-12-13,EPI_ISL_16436275,Sichuan,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Sichuan/SCDCP-023/2022|EPI_ISL_16436276|2022-12-13,2022-12-13,EPI_ISL_16436276,Sichuan,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Sichuan/SCDCP-024/2022|EPI_ISL_16436277|2022-12-13,2022-12-13,EPI_ISL_16436277,Sichuan,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Sichuan/SCDCP-27-5/2022|EPI_ISL_16436278|2022-12-26,2022-12-26,EPI_ISL_16436278,Sichuan,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Sichuan/SCDCP-27-6/2022|EPI_ISL_16436279|2022-12-26,2022-12-26,EPI_ISL_16436279,Sichuan,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Sichuan/SCDCP-27-8/2022|EPI_ISL_16436280|2022-12-26,2022-12-26,EPI_ISL_16436280,Sichuan,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Sichuan/SCDCP-4606/2022|EPI_ISL_16436281|2022-12-20,2022-12-20,EPI_ISL_16436281,Sichuan,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Sichuan/SCDCP-4607/2022|EPI_ISL_16436282|2022-12-20,2022-12-20,EPI_ISL_16436282,Sichuan,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Sichuan/SCDCP-4609/2022|EPI_ISL_16436283|2022-12-20,2022-12-20,EPI_ISL_16436283,Sichuan,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Sichuan/SCDCP-4610/2022|EPI_ISL_16436284|2022-12-20,2022-12-20,EPI_ISL_16436284,Sichuan,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Sichuan/SCDCP-4612/2022|EPI_ISL_16436285|2022-12-20,2022-12-20,EPI_ISL_16436285,Sichuan,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Anhui/AHCDC-1/2022|EPI_ISL_16438299|2022-12-23,2022-12-23,EPI_ISL_16438299,Anhui,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Anhui/AHCDC-2/2022|EPI_ISL_16438300|2022-12-23,2022-12-23,EPI_ISL_16438300,Anhui,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Anhui/AHCDC-3/2022|EPI_ISL_16438301|2022-12-23,2022-12-23,EPI_ISL_16438301,Anhui,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Anhui/AHCDC-4/2022|EPI_ISL_16438302|2022-12-23,2022-12-23,EPI_ISL_16438302,Anhui,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Anhui/AHCDC-5/2022|EPI_ISL_16438303|2022-12-23,2022-12-23,EPI_ISL_16438303,Anhui,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Anhui/AHCDC-6/2022|EPI_ISL_16438304|2022-12-23,2022-12-23,EPI_ISL_16438304,Anhui,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Anhui/AHCDC-7/2022|EPI_ISL_16438305|2022-12-23,2022-12-23,EPI_ISL_16438305,Anhui,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Anhui/AHCDC-8/2022|EPI_ISL_16438306|2022-12-23,2022-12-23,EPI_ISL_16438306,Anhui,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Anhui/AHCDC-9/2022|EPI_ISL_16438307|2022-12-23,2022-12-23,EPI_ISL_16438307,Anhui,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Anhui/AHCDC-10/2022|EPI_ISL_16438308|2022-12-23,2022-12-23,EPI_ISL_16438308,Anhui,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Guangdong/UHK-SWJ/2022|EPI_ISL_16440457|2022-12-23,2022-12-23,EPI_ISL_16440457,Guangdong,22B (Omicron),BA.5,22B,Omicron
hCoV-19/Gansu/GSCDC-001/2022|EPI_ISL_16458300|2022-11-27,2022-11-27,EPI_ISL_16458300,Gansu,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Gansu/GSCDC-002/2022|EPI_ISL_16458301|2022-11-25,2022-11-25,EPI_ISL_16458301,Gansu,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Gansu/GSCDC-003/2023|EPI_ISL_16458302|2023-01-03,2023-01-03,EPI_ISL_16458302,Gansu,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Gansu/GSCDC-004/2022|EPI_ISL_16458303|2022-11-25,2022-11-25,EPI_ISL_16458303,Gansu,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Gansu/GSCDC-005/2023|EPI_ISL_16458304|2023-01-03,2023-01-03,EPI_ISL_16458304,Gansu,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Gansu/GSCDC-006/2022|EPI_ISL_16458305|2022-11-25,2022-11-25,EPI_ISL_16458305,Gansu,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Gansu/GSCDC-007/2022|EPI_ISL_16458306|2022-12-29,2022-12-29,EPI_ISL_16458306,Gansu,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Gansu/GSCDC-008/2023|EPI_ISL_16458307|2023-01-03,2023-01-03,EPI_ISL_16458307,Gansu,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Gansu/GSCDC-009/2022|EPI_ISL_16458308|2022-12-29,2022-12-29,EPI_ISL_16458308,Gansu,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Gansu/GSCDC-010/2022|EPI_ISL_16458309|2022-12-29,2022-12-29,EPI_ISL_16458309,Gansu,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Gansu/GSCDC-011/2022|EPI_ISL_16458310|2022-12-14,2022-12-14,EPI_ISL_16458310,Gansu,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Gansu/GSCDC-012/2022|EPI_ISL_16458311|2022-12-30,2022-12-30,EPI_ISL_16458311,Gansu,22B (Omicron),BA.5.2,22B,Omicron
hCoV-19/Gansu/GSCDC-013/2022|EPI_ISL_16458312|2022-12-30,2022-12-30,EPI_ISL_16458312,Gansu,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Gansu/GSCDC-014/2022|EPI_ISL_16458313|2022-12-14,2022-12-14,EPI_ISL_16458313,Gansu,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Gansu/GSCDC-015/2022|EPI_ISL_16458314|2022-12-29,2022-12-29,EPI_ISL_16458314,Gansu,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Gansu/GSCDC-016/2022|EPI_ISL_16458315|2022-12-14,2022-12-14,EPI_ISL_16458315,Gansu,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Gansu/GSCDC-017/2022|EPI_ISL_16458316|2022-12-30,2022-12-30,EPI_ISL_16458316,Gansu,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Gansu/GSCDC-018/2023|EPI_ISL_16458317|2023-01-03,2023-01-03,EPI_ISL_16458317,Gansu,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Gansu/GSCDC-019/2023|EPI_ISL_16458318|2023-01-03,2023-01-03,EPI_ISL_16458318,Gansu,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Gansu/GSCDC-020/2022|EPI_ISL_16458319|2022-12-30,2022-12-30,EPI_ISL_16458319,Gansu,22B (Omicron),BA.5.2,22B,Omicron
hCoV-19/Gansu/GSCDC-021/2022|EPI_ISL_16458320|2022-12-30,2022-12-30,EPI_ISL_16458320,Gansu,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Gansu/GSCDC-022/2022|EPI_ISL_16458321|2022-11-27,2022-11-27,EPI_ISL_16458321,Gansu,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Gansu/GSCDC-023/2023|EPI_ISL_16458322|2023-01-03,2023-01-03,EPI_ISL_16458322,Gansu,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Gansu/GSCDC-024/2022|EPI_ISL_16458323|2022-12-30,2022-12-30,EPI_ISL_16458323,Gansu,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Gansu/GSCDC-025/2022|EPI_ISL_16458324|2022-12-14,2022-12-14,EPI_ISL_16458324,Gansu,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Gansu/GSCDC-026/2022|EPI_ISL_16458325|2022-11-27,2022-11-27,EPI_ISL_16458325,Gansu,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Beijing/CNIC-DW01/2022|EPI_ISL_16070975|2022-12-12,2022-12-12,EPI_ISL_16070975,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Jiangsu/JITHCC-7/2022|EPI_ISL_16127650|2022-12-09,2022-12-09,EPI_ISL_16127650,Jiangsu,22B (Omicron),BA.5.2,22B,Omicron
hCoV-19/Jiangsu/JITHCC-111/2022|EPI_ISL_16127651|2022-12-09,2022-12-09,EPI_ISL_16127651,Jiangsu,22D (Omicron),BN.1.3,22D,Omicron
hCoV-19/Jiangsu/JITHCC-172/2022|EPI_ISL_16127652|2022-12-09,2022-12-09,EPI_ISL_16127652,Jiangsu,22D (Omicron),BN.1.3,22D,Omicron
hCoV-19/Jiangsu/JITHCC-187/2022|EPI_ISL_16127653|2022-12-09,2022-12-09,EPI_ISL_16127653,Jiangsu,22B (Omicron),BF.5.1,22B,Omicron
hCoV-19/Jiangsu/JITHCC-188/2022|EPI_ISL_16127654|2022-12-09,2022-12-09,EPI_ISL_16127654,Jiangsu,22B (Omicron),BF.5.1,22B,Omicron
hCoV-19/Jiangsu/JITHCC-201/2022|EPI_ISL_16127655|2022-12-09,2022-12-09,EPI_ISL_16127655,Jiangsu,22D (Omicron),BN.1.1.1,22D,Omicron
hCoV-19/Jiangsu/JITHCC-108/2022|EPI_ISL_16127656|2022-12-09,2022-12-09,EPI_ISL_16127656,Jiangsu,22E (Omicron),BQ.1.1.13,22E,Omicron
hCoV-19/Jiangsu/JITHCC-27/2022|EPI_ISL_16127657|2022-12-09,2022-12-09,EPI_ISL_16127657,Jiangsu,22B (Omicron),BF.7,22B,Omicron
hCoV-19/Jiangsu/JITHCC-345/2022|EPI_ISL_16127658|2022-12-09,2022-12-09,EPI_ISL_16127658,Jiangsu,22F (Omicron),XBB.1,22F,Omicron
hCoV-19/Jiangsu/JITHCC-11/2022|EPI_ISL_16127659|2022-12-09,2022-12-09,EPI_ISL_16127659,Jiangsu,22E (Omicron),BQ.1.1,22E,Omicron
hCoV-19/Jiangsu/JITHCC-93/2022|EPI_ISL_16127660|2022-12-09,2022-12-09,EPI_ISL_16127660,Jiangsu,22D (Omicron),BN.1.3,22D,Omicron
hCoV-19/Jiangsu/JITHCC-197/2022|EPI_ISL_16127661|2022-12-09,2022-12-09,EPI_ISL_16127661,Jiangsu,22E (Omicron),BQ.1.2,22E,Omicron
hCoV-19/Jiangsu/JITHCC-10/2022|EPI_ISL_16127662|2022-12-09,2022-12-09,EPI_ISL_16127662,Jiangsu,22B (Omicron),BA.5.2.1,22B,Omicron
hCoV-19/Jiangsu/JITHCC-74/2022|EPI_ISL_16127663|2022-12-09,2022-12-09,EPI_ISL_16127663,Jiangsu,22D (Omicron),BN.1.3,22D,Omicron
hCoV-19/Beijing/IVDC-631/2022|EPI_ISL_16277970|2022-12-11,2022-12-11,EPI_ISL_16277970,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Sichuan/SCDCP-4567/2022|EPI_ISL_16283873|2022-12-24,2022-12-24,EPI_ISL_16283873,Sichuan,22B (Omicron),BA.5.2.49,22B,Omicron
hCoV-19/Sichuan/SCDCP-4568/2022|EPI_ISL_16283874|2022-12-24,2022-12-24,EPI_ISL_16283874,Sichuan,22B (Omicron),BA.5.2.49,22B,Omicron
hCoV-19/Sichuan/SCDCP-4569/2022|EPI_ISL_16283875|2022-12-24,2022-12-24,EPI_ISL_16283875,Sichuan,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Sichuan/SCDCP-4570/2022|EPI_ISL_16283876|2022-12-24,2022-12-24,EPI_ISL_16283876,Sichuan,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Sichuan/SCDCP-4571/2022|EPI_ISL_16283877|2022-12-24,2022-12-24,EPI_ISL_16283877,Sichuan,22B (Omicron),BA.5.2,22B,Omicron
hCoV-19/Sichuan/SCDCP-4572/2022|EPI_ISL_16283879|2022-12-24,2022-12-24,EPI_ISL_16283879,Sichuan,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Sichuan/SCDCP-4573/2022|EPI_ISL_16283880|2022-12-24,2022-12-24,EPI_ISL_16283880,Sichuan,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Sichuan/SCDCP-4574/2022|EPI_ISL_16283881|2022-12-24,2022-12-24,EPI_ISL_16283881,Sichuan,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Sichuan/SCDCP-4575/2022|EPI_ISL_16283882|2022-12-24,2022-12-24,EPI_ISL_16283882,Sichuan,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Sichuan/SCDCP-4576/2022|EPI_ISL_16283883|2022-12-24,2022-12-24,EPI_ISL_16283883,Sichuan,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Fujian/FPCDCP-2700/2022|EPI_ISL_16283956|2022-12-13,2022-12-13,EPI_ISL_16283956,Fujian,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Fujian/FPCDCP-2723/2022|EPI_ISL_16283957|2022-12-15,2022-12-15,EPI_ISL_16283957,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FPCDCP-2727/2022|EPI_ISL_16283958|2022-12-17,2022-12-17,EPI_ISL_16283958,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FPCDCP-2728/2022|EPI_ISL_16283959|2022-12-17,2022-12-17,EPI_ISL_16283959,Fujian,22B (Omicron),BA.5.2.49,22B,Omicron
hCoV-19/Fujian/FPCDCP-2740/2022|EPI_ISL_16283960|2022-12-17,2022-12-17,EPI_ISL_16283960,Fujian,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Fujian/FPCDCP-2745/2022|EPI_ISL_16283961|2022-12-17,2022-12-17,EPI_ISL_16283961,Fujian,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Fujian/FPCDCP-2750/2022|EPI_ISL_16283962|2022-12-20,2022-12-20,EPI_ISL_16283962,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FPCDCP-2778/2022|EPI_ISL_16283963|2022-12-20,2022-12-20,EPI_ISL_16283963,Fujian,22B (Omicron),BA.5.2.49,22B,Omicron
hCoV-19/Fujian/FPCDCP-2795/2022|EPI_ISL_16283964|2022-12-19,2022-12-19,EPI_ISL_16283964,Fujian,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Fujian/FPCDCP-2823/2022|EPI_ISL_16283965|2022-12-19,2022-12-19,EPI_ISL_16283965,Fujian,22B (Omicron),BA.5.2.49,22B,Omicron
hCoV-19/Fujian/FPCDCP-2825/2022|EPI_ISL_16283966|2022-12-19,2022-12-19,EPI_ISL_16283966,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FPCDCP-2862/2022|EPI_ISL_16283967|2022-12-20,2022-12-20,EPI_ISL_16283967,Fujian,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Fujian/FPCDCP-2826/2022|EPI_ISL_16283968|2022-12-20,2022-12-20,EPI_ISL_16283968,Fujian,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Fujian/FPCDCP-2931/2022|EPI_ISL_16283969|2022-12-19,2022-12-19,EPI_ISL_16283969,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FPCDCP-2938/2022|EPI_ISL_16283970|2022-12-19,2022-12-19,EPI_ISL_16283970,Fujian,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Fujian/FPCDCP-2952/2022|EPI_ISL_16283971|2022-12-19,2022-12-19,EPI_ISL_16283971,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FPCDCP-2686/2022|EPI_ISL_16283972|2022-12-01,2022-12-01,EPI_ISL_16283972,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FPCDCP-2687/2022|EPI_ISL_16283973|2022-12-01,2022-12-01,EPI_ISL_16283973,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FPCDCP-01-1/2022|EPI_ISL_16283974|2022-12-01,2022-12-01,EPI_ISL_16283974,Fujian,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Fujian/FPCDCP-01-2/2022|EPI_ISL_16283975|2022-12-01,2022-12-01,EPI_ISL_16283975,Fujian,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Fujian/FPCDCP-01-3/2022|EPI_ISL_16283976|2022-12-01,2022-12-01,EPI_ISL_16283976,Fujian,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Fujian/FPCDCP-2693/2022|EPI_ISL_16283977|2022-12-03,2022-12-03,EPI_ISL_16283977,Fujian,22B (Omicron),BA.5.2.49,22B,Omicron
hCoV-19/Fujian/FPCDCP-06-1/2022|EPI_ISL_16283978|2022-12-06,2022-12-06,EPI_ISL_16283978,Fujian,22B (Omicron),BA.5.2.49,22B,Omicron
hCoV-19/Fujian/FPCDCP-06-2/2022|EPI_ISL_16283979|2022-12-06,2022-12-06,EPI_ISL_16283979,Fujian,22B (Omicron),BA.5.2.49,22B,Omicron
hCoV-19/Fujian/FPCDCP-06-3/2022|EPI_ISL_16283980|2022-12-06,2022-12-06,EPI_ISL_16283980,Fujian,22B (Omicron),BA.5.2.49,22B,Omicron
hCoV-19/Fujian/FPCDCP-2697/2022|EPI_ISL_16283981|2022-12-05,2022-12-05,EPI_ISL_16283981,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FPCDCP-2698/2022|EPI_ISL_16283982|2022-12-06,2022-12-06,EPI_ISL_16283982,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FPCDCP-2694/2022|EPI_ISL_16283983|2022-12-01,2022-12-01,EPI_ISL_16283983,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FPCDCP-2695/2022|EPI_ISL_16283984|2022-12-05,2022-12-05,EPI_ISL_16283984,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FPCDCP-2717/2022|EPI_ISL_16283985|2022-12-15,2022-12-15,EPI_ISL_16283985,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FPCDCP-2718/2022|EPI_ISL_16283986|2022-12-15,2022-12-15,EPI_ISL_16283986,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FPCDCP-2719/2022|EPI_ISL_16283987|2022-12-15,2022-12-15,EPI_ISL_16283987,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FPCDCP-ZZ31371/2022|EPI_ISL_16283988|2022-12-17,2022-12-17,EPI_ISL_16283988,Fujian,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Fujian/FPCDCP-ZZ31372/2022|EPI_ISL_16283989|2022-12-17,2022-12-17,EPI_ISL_16283989,Fujian,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Fujian/FPCDCP-ZZ31373/2022|EPI_ISL_16283990|2022-12-17,2022-12-17,EPI_ISL_16283990,Fujian,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Fujian/FPCDCP-ZZ31374/2022|EPI_ISL_16283991|2022-12-17,2022-12-17,EPI_ISL_16283991,Fujian,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/3189/2022|EPI_ISL_16283992|2022-12-06,2022-12-06,EPI_ISL_16283992,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/3190/2022|EPI_ISL_16283993|2022-12-06,2022-12-06,EPI_ISL_16283993,Beijing,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Beijing/3191/2022|EPI_ISL_16283994|2022-12-06,2022-12-06,EPI_ISL_16283994,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/3192/2022|EPI_ISL_16283995|2022-12-06,2022-12-06,EPI_ISL_16283995,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/3193/2022|EPI_ISL_16283996|2022-12-06,2022-12-06,EPI_ISL_16283996,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/3194/2022|EPI_ISL_16283997|2022-12-06,2022-12-06,EPI_ISL_16283997,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/3195/2022|EPI_ISL_16283998|2022-12-06,2022-12-06,EPI_ISL_16283998,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/3196/2022|EPI_ISL_16283999|2022-12-06,2022-12-06,EPI_ISL_16283999,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/3197/2022|EPI_ISL_16284000|2022-12-06,2022-12-06,EPI_ISL_16284000,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/3198/2022|EPI_ISL_16284001|2022-12-06,2022-12-06,EPI_ISL_16284001,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/3199/2022|EPI_ISL_16284002|2022-12-06,2022-12-06,EPI_ISL_16284002,Beijing,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Beijing/3200/2022|EPI_ISL_16284003|2022-12-06,2022-12-06,EPI_ISL_16284003,Beijing,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Beijing/3201/2022|EPI_ISL_16284004|2022-12-06,2022-12-06,EPI_ISL_16284004,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/3202/2022|EPI_ISL_16284005|2022-12-06,2022-12-06,EPI_ISL_16284005,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/3203/2022|EPI_ISL_16284006|2022-12-06,2022-12-06,EPI_ISL_16284006,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/3204/2022|EPI_ISL_16284007|2022-12-06,2022-12-06,EPI_ISL_16284007,Beijing,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Beijing/3205/2022|EPI_ISL_16284008|2022-12-06,2022-12-06,EPI_ISL_16284008,Beijing,22B (Omicron),BF.7.14,22B,Omicron
